a3: 19.610
a4: 15.588
b3: 296.432
b4: 87.090
c3: 66.130
c4: 616.367
d3: 186.150
d4: 3.926.255
e3: 446.587
e4: 7.613.093
f3: 23.936
f4: 183.547
g3: 366.452
g4: 49.113
h3: 13.911
h4: 25.754
Na3: 1.687
Nc3: 126.369
Nf3: 675.446
Nh3: 8.572
